Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2015-01-01,2015,1,1,,-3.1,,-7.6,,-5.4,,23.4,,0,,,M,,M,,M,,,22,,41,
2015-01-02,2015,1,2,,-3.4,,-13.1,,-8.3,,26.3,,0,,,M,,M,,M,,,,,<31,
2015-01-03,2015,1,3,,-8,,-15,,-11.5,,29.5,,0,,,M,,M,,M,,,,,<31,
2015-01-04,2015,1,4,,3.3,,-8.1,,-2.4,,20.4,,0,,,M,,M,,M,,,19,,37,
2015-01-05,2015,1,5,,-4.8,,-17.5,,-11.2,,29.2,,0,,,M,,M,,M,,,18,,44,
2015-01-06,2015,1,6,,,M,-18,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2015-01-07,2015,1,7,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2015-01-08,2015,1,8,,-7.9,,-26.7,,-17.3,,35.3,,0,,,M,,M,,M,,,,,<31,
2015-01-09,2015,1,9,,-6,,-13,,-9.5,,27.5,,0,,,M,,M,,M,,,21,,32,
2015-01-10,2015,1,10,,-8.5,,-13.1,,-10.8,,28.8,,0,,,M,,M,,M,,,18,,35,
2015-01-11,2015,1,11,,-3.9,,-10.4,,-7.2,,25.2,,0,,,M,,M,,M,,,,,<31,
2015-01-12,2015,1,12,,-1.3,,-16.9,,-9.1,,27.1,,0,,,M,,M,,M,,,,,<31,
2015-01-13,2015,1,13,,-15.2,,-20.6,,-17.9,,35.9,,0,,,M,,M,,M,,,,,<31,
2015-01-14,2015,1,14,,-12.5,,-20,,-16.3,,34.3,,0,,,M,,M,,M,,,,,<31,
2015-01-15,2015,1,15,,-5,,-17.5,,-11.3,,29.3,,0,,,M,,M,,M,,,,,<31,
2015-01-16,2015,1,16,,-2.3,,-19.8,,-11.1,,29.1,,0,,,M,,M,,M,,,26,,32,
2015-01-17,2015,1,17,,-12.3,,-23.8,,-18.1,,36.1,,0,,,M,,M,,M,,,,,<31,
2015-01-18,2015,1,18,,3.2,,-12.9,,-4.9,,22.9,,0,,,M,,M,,M,,,,,<31,
2015-01-19,2015,1,19,,2,,-13.1,,-5.6,,23.6,,0,,,M,,M,,M,,,21,,33,
2015-01-20,2015,1,20,,-13.1,,-17.8,,-15.5,,33.5,,0,,,M,,M,,M,,,19,,35,
2015-01-21,2015,1,21,,-9,,-17.4,,-13.2,,31.2,,0,,,M,,M,,M,,,,,<31,
2015-01-22,2015,1,22,,-7.4,,-15.2,,-11.3,,29.3,,0,,,M,,M,,M,,,,,<31,
2015-01-23,2015,1,23,,-0.1,,-9.8,,-5,,23,,0,,,M,,M,,M,,,21,,41,
2015-01-24,2015,1,24,,-0.4,,-3,,-1.7,,19.7,,0,,,M,,M,,M,,,,,<31,
2015-01-25,2015,1,25,,-1.5,,-16.5,,-9,,27,,0,,,M,,M,,M,,,,,<31,
2015-01-26,2015,1,26,,-14.2,,-19.6,,-16.9,,34.9,,0,,,M,,M,,M,,,4,,32,
2015-01-27,2015,1,27,,-9.4,,-15.2,,-12.3,,30.3,,0,,,M,,M,,M,,,5,,37,
2015-01-28,2015,1,28,,-8,,-13.4,,-10.7,,28.7,,0,,,M,,M,,M,,,24,,41,
2015-01-29,2015,1,29,,-0.8,,-13.7,,-7.3,,25.3,,0,,,M,,M,,M,,,24,,35,
2015-01-30,2015,1,30,,-2.1,,-17.2,,-9.7,,27.7,,0,,,M,,M,,M,,,,,<31,
2015-01-31,2015,1,31,,-14,,-22.3,,-18.2,,36.2,,0,,,M,,M,,M,,,22,,35,
2015-02-01,2015,2,1,,-12.9,,-20.1,,-16.5,,34.5,,0,,,M,,M,,M,,,,,<31,
2015-02-02,2015,2,2,,-16.7,,-22.7,,-19.7,,37.7,,0,,,M,,M,,M,,,5,,32,
2015-02-03,2015,2,3,,-7.1,,-21.7,,-14.4,,32.4,,0,,,M,,M,,M,,,,,<31,
2015-02-04,2015,2,4,,-3.6,,-7.9,,-5.8,,23.8,,0,,,M,,M,,M,,,,,<31,
2015-02-05,2015,2,5,,-6.7,,-19.8,,-13.3,,31.3,,0,,,M,,M,,M,,,,,<31,
2015-02-06,2015,2,6,,-9.4,,-23.9,,-16.7,,34.7,,0,,,M,,M,,M,,,,,<31,
2015-02-07,2015,2,7,,-11.7,,-15.5,,-13.6,,31.6,,0,,,M,,M,,M,,,,,<31,
2015-02-08,2015,2,8,,-13.9,,-18.4,,-16.2,,34.2,,0,,,M,,M,,M,,,2,,35,
2015-02-09,2015,2,9,,-10.9,,-15.7,,-13.3,,31.3,,0,,,M,,M,,M,,,4,,32,
2015-02-10,2015,2,10,,-5.7,,-11.5,,-8.6,,26.6,,0,,,M,,M,,M,,,,,<31,
2015-02-11,2015,2,11,,-10.8,,-16.6,,-13.7,,31.7,,0,,,M,,M,,M,,,,,<31,
2015-02-12,2015,2,12,,-7.4,,-16.9,,-12.2,,30.2,,0,,,M,,M,,M,,,,,<31,
2015-02-13,2015,2,13,,-16.9,,-23.4,,-20.2,,38.2,,0,,,M,,M,,M,,,19,,43,
2015-02-14,2015,2,14,,-13.5,,-20.2,,-16.9,,34.9,,0,,,M,,M,,M,,,,,<31,
2015-02-15,2015,2,15,,-14.1,,-21.7,,-17.9,,35.9,,0,,,M,,M,,M,,,,,<31,
2015-02-16,2015,2,16,,-15.7,,-23.1,,-19.4,,37.4,,0,,,M,,M,,M,,,18,,41,
2015-02-17,2015,2,17,,-12.5,,-22.7,,-17.6,,35.6,,0,,,M,,M,,M,,,,,<31,
2015-02-18,2015,2,18,,-7.2,,-19.7,,-13.5,,31.5,,0,,,M,,M,,M,,,,,<31,
2015-02-19,2015,2,19,,-7,,-18.4,,-12.7,,30.7,,0,,,M,,M,,M,,,23,,44,
2015-02-20,2015,2,20,,-14.4,,-19.5,,-17,,35,,0,,,M,,M,,M,,,22,,46,
2015-02-21,2015,2,21,,-7.2,,-15.7,,-11.5,,29.5,,0,,,M,,M,,M,,,,,<31,
2015-02-22,2015,2,22,,-3.4,,-10,,-6.7,,24.7,,0,,,M,,M,,M,,,,,<31,
2015-02-23,2015,2,23,,-9.9,,-20.6,,-15.3,,33.3,,0,,,M,,M,,M,,,17,,39,
2015-02-24,2015,2,24,,-8.7,,-21.6,,-15.2,,33.2,,0,,,M,,M,,M,,,21,,32,
2015-02-25,2015,2,25,,-4.6,,-17.4,,-11,,29,,0,,,M,,M,,M,,,18,,37,
2015-02-26,2015,2,26,,-11.7,,-19.4,,-15.6,,33.6,,0,,,M,,M,,M,,,,,<31,
2015-02-27,2015,2,27,,-9.2,,-18.4,,-13.8,,31.8,,0,,,M,,M,,M,,,18,,33,
2015-02-28,2015,2,28,,-5.4,,-15,,-10.2,,28.2,,0,,,M,,M,,M,,,19,,41,
2015-03-01,2015,3,1,,-2.6,,-13.2,,-7.9,,25.9,,0,,,M,,M,,M,,,,,<31,
2015-03-02,2015,3,2,,-2.6,,-11,,-6.8,,24.8,,0,,,M,,M,,M,,,21,,39,
2015-03-03,2015,3,3,,-3.7,,-14.9,,-9.3,,27.3,,0,,,M,,M,,M,,,,,<31,
2015-03-04,2015,3,4,,2.4,,-5.1,,-1.4,,19.4,,0,,,M,,M,,M,,,17,,48,
2015-03-05,2015,3,5,,-5,,-14.9,,-10,,28,,0,,,M,,M,,M,,,,,<31,
2015-03-06,2015,3,6,,-6.4,,-17.6,,-12,,30,,0,,,M,,M,,M,,,21,,44,
2015-03-07,2015,3,7,,-1.9,,-9.3,,-5.6,,23.6,,0,,,M,,M,,M,,,,,<31,
2015-03-08,2015,3,8,,-0.5,,-5.2,,-2.9,,20.9,,0,,,M,,M,,M,,,,,<31,
2015-03-09,2015,3,9,,2.9,,-3.2,,-0.2,,18.2,,0,,,M,,M,,M,,,19,,33,
2015-03-10,2015,3,10,,8.5,,-2.5,,3,,15,,0,,,M,,M,,M,,,,,<31,
2015-03-11,2015,3,11,,9.3,,-0.8,,4.3,,13.7,,0,,,M,,M,,M,,,21,,39,
2015-03-12,2015,3,12,,-0.5,,-6.3,,-3.4,,21.4,,0,,,M,,M,,M,,,25,,35,
2015-03-13,2015,3,13,,-0.7,,-9.1,,-4.9,,22.9,,0,,,M,,M,,M,,,,,<31,
2015-03-14,2015,3,14,,1,,-3.2,,-1.1,,19.1,,0,,,M,,M,,M,,,,,<31,
2015-03-15,2015,3,15,,0.1,,-4.7,,-2.3,,20.3,,0,,,M,,M,,M,,,,,<31,
2015-03-16,2015,3,16,,2.7,,-5.9,,-1.6,,19.6,,0,,,M,,M,,M,,,,,<31,
2015-03-17,2015,3,17,,1.9,,-7.2,,-2.7,,20.7,,0,,,M,,M,,M,,,28,,37,
2015-03-18,2015,3,18,,-4.9,,-11.6,,-8.3,,26.3,,0,,,M,,M,,M,,,27,,33,
2015-03-19,2015,3,19,,-1.5,,-11.5,,-6.5,,24.5,,0,,,M,,M,,M,,,22,,32,
2015-03-20,2015,3,20,,3.6,,-6.4,,-1.4,,19.4,,0,,,M,,M,,M,,,,,<31,
2015-03-21,2015,3,21,,1.8,,-10,,-4.1,,22.1,,0,,,M,,M,,M,,,25,,32,
2015-03-22,2015,3,22,,-8,,-15.3,,-11.7,,29.7,,0,,,M,,M,,M,,,,,<31,
2015-03-23,2015,3,23,,-5.9,,-15.9,,-10.9,,28.9,,0,,,M,,M,,M,,,22,,32,
2015-03-24,2015,3,24,,0.3,,-10.8,,-5.3,,23.3,,0,,,M,,M,,M,,,,,<31,
2015-03-25,2015,3,25,,7.8,,-7.9,,-0.1,,18.1,,0,,,M,,M,,M,,,,,<31,
2015-03-26,2015,3,26,,6.2,,1.4,,3.8,,14.2,,0,,,M,,M,,M,,,,,<31,
2015-03-27,2015,3,27,,3.2,,-5.3,,-1.1,,19.1,,0,,,M,,M,,M,,,,,<31,
2015-03-28,2015,3,28,,-0.8,,-9.1,,-5,,23,,0,,,M,,M,,M,,,,,<31,
2015-03-29,2015,3,29,,3.4,,-6.9,,-1.8,,19.8,,0,,,M,,M,,M,,,21,,35,
2015-03-30,2015,3,30,,3.9,,-0.5,,1.7,,16.3,,0,,,M,,M,,M,,,21,,33,
2015-03-31,2015,3,31,,2.4,,-4.7,,-1.2,,19.2,,0,,,M,,M,,M,,,,,<31,
2015-04-01,2015,4,1,,2.1,,-5.5,,-1.7,,19.7,,0,,,M,,M,,M,,,19,,32,
2015-04-02,2015,4,2,,10.9,,-1.1,,4.9,,13.1,,0,,,M,,M,,M,,,,,<31,
2015-04-03,2015,4,3,,13,,4.5,,8.8,,9.2,,0,,,M,,M,6.4,,,,22,,37,
2015-04-04,2015,4,4,,4.5,,-4.8,,-0.2,,18.2,,0,,,M,,M,,M,,,3,,32,
2015-04-05,2015,4,5,,1.2,,-3.8,,-1.3,,19.3,,0,,,M,,M,,M,,,,,<31,
2015-04-06,2015,4,6,,2.9,,-3.7,,-0.4,,18.4,,0,,,M,,M,,M,,,,,<31,
2015-04-07,2015,4,7,,5.8,,-1.1,,2.4,,15.6,,0,,,M,,M,,M,,,,,<31,
2015-04-08,2015,4,8,,6.1,,-1.8,,2.2,,15.8,,0,,,M,,M,,M,,,,,<31,
2015-04-09,2015,4,9,,7.5,,0.5,,4,,14,,0,,,M,,M,,M,,,10,,33,
2015-04-10,2015,4,10,,12.9,,3.1,,8,,10,,0,,,M,,M,,M,,,20,,43,
2015-04-11,2015,4,11,,8.7,,2.3,,5.5,,12.5,,0,,,M,,M,,M,,,18,,41,
2015-04-12,2015,4,12,,16.9,,3.2,,10.1,,7.9,,0,,,M,,M,,M,,,17,,41,
2015-04-13,2015,4,13,,22,,5.4,,13.7,,4.3,,0,,,M,,M,5.2,,,,18,,48,
2015-04-14,2015,4,14,,16.9,,6.3,,11.6,,6.4,,0,,,M,,M,0,,,,19,,37,
2015-04-15,2015,4,15,,14.1,,6.1,,10.1,,7.9,,0,,,M,,M,0,,,,,,<31,
2015-04-16,2015,4,16,,16.5,,4.6,,10.6,,7.4,,0,,,M,,M,0,,,,,,<31,
2015-04-17,2015,4,17,,19.4,,8.6,,14,,4,,0,,,M,,M,0,,,,20,,39,
2015-04-18,2015,4,18,,9.7,,4.3,,7,,11,,0,,,M,,M,,M,,,,,<31,
2015-04-19,2015,4,19,,12.1,,2.2,,7.2,,10.8,,0,,,M,,M,,M,,,,,<31,
2015-04-20,2015,4,20,,11,,5.5,,8.3,,9.7,,0,,,M,,M,12.8,,,,10,,33,
2015-04-21,2015,4,21,,12.8,,6.5,,9.7,,8.3,,0,,,M,,M,16.2,,,,17,,35,
2015-04-22,2015,4,22,,10.4,,4.6,,7.5,,10.5,,0,,,M,,M,2.6,,,,,,<31,
2015-04-23,2015,4,23,,6.2,,1.8,,4,,14,,0,,,M,,M,,M,,,22,,41,
2015-04-24,2015,4,24,,4.1,,0.7,,2.4,,15.6,,0,,,M,,M,,M,,,,,<31,
2015-04-25,2015,4,25,,11,,0.9,,6,,12,,0,,,M,,M,,M,,,,,<31,
2015-04-26,2015,4,26,,12.1,,4.5,,8.3,,9.7,,0,,,M,,M,0.2,,,,,,<31,
2015-04-27,2015,4,27,,14,,5.6,,9.8,,8.2,,0,,,M,,M,1,,,,,,<31,
2015-04-28,2015,4,28,,19.5,,7.8,,13.7,,4.3,,0,,,M,,M,0.2,,,,,,<31,
2015-04-29,2015,4,29,,16.7,,7.8,,12.3,,5.7,,0,,,M,,M,0,,,,,,<31,
2015-04-30,2015,4,30,,16.7,,6.4,,11.6,,6.4,,0,,,M,,M,0,,,,,,<31,
2015-05-01,2015,5,1,,19.7,,8.1,,13.9,,4.1,,0,,,M,,M,0,,,,,,<31,
2015-05-02,2015,5,2,,23.3,,10.9,,17.1,,0.9,,0,,,M,,M,0,,,,,,<31,
2015-05-03,2015,5,3,,25.1,,13.4,,19.3,,0,,1.3,,,M,,M,0,,,,,,<31,
2015-05-04,2015,5,4,,28.2,,15.1,,21.7,,0,,3.7,,,M,,M,1.8,,,,21,,46,
2015-05-05,2015,5,5,,20.5,,10.5,,15.5,,2.5,,0,,,M,,M,0.2,,,,22,,32,
2015-05-06,2015,5,6,,24.7,,10.3,,17.5,,0.5,,0,,,M,,M,0,,,,19,,41,
2015-05-07,2015,5,7,,27.3,,14.3,,20.8,,0,,2.8,,,M,,M,0,,,,,,<31,
2015-05-08,2015,5,8,,30.2,,15.7,,23,,0,,5,,,M,,M,0,,,,,,<31,
2015-05-09,2015,5,9,,27.7,,18.2,,23,,0,,5,,,M,,M,5,,,,,,<31,
2015-05-10,2015,5,10,,25,,13.7,,19.4,,0,,1.4,,,M,,M,0.8,,,,,,<31,
2015-05-11,2015,5,11,,14,,8,,11,,7,,0,,,M,,M,20.2,,,,,,<31,
2015-05-12,2015,5,12,,23.2,,8.5,,15.9,,2.1,,0,,,M,,M,8.8,,,,18,,46,
2015-05-13,2015,5,13,,17.6,,7.1,,12.4,,5.6,,0,,,M,,M,0.2,,,,,,<31,
2015-05-14,2015,5,14,,18.5,,8.4,,13.5,,4.5,,0,,,M,,M,0,,,,,,<31,
2015-05-15,2015,5,15,,21.7,,10.5,,16.1,,1.9,,0,,,M,,M,0,,,,24,,33,
2015-05-16,2015,5,16,,21.2,,14,,17.6,,0.4,,0,,,M,,M,0,,,,,,<31,
2015-05-17,2015,5,17,,24.8,,15.8,,20.3,,0,,2.3,,,M,,M,0,,,,,,<31,
2015-05-18,2015,5,18,,29,,12.9,,21,,0,,3,,,M,,M,31.8,,,,,,<31,
2015-05-19,2015,5,19,,27.2,,12.7,,20,,0,,2,,,M,,M,0,,,,18,,37,
2015-05-20,2015,5,20,,16.3,,6.9,,11.6,,6.4,,0,,,M,,M,0,,,,29,,32,
2015-05-21,2015,5,21,,19.8,,9.2,,14.5,,3.5,,0,,,M,,M,0,,,,20,,35,
2015-05-22,2015,5,22,,13.7,,3.8,,8.8,,9.2,,0,,,M,,M,,M,,,,,<31,
2015-05-23,2015,5,23,,16.7,,2.8,,9.8,,8.2,,0,,,M,,M,,M,,,19,,39,
2015-05-24,2015,5,24,,25.7,,13,,19.4,,0,,1.4,,,M,,M,0,,,,20,,37,
2015-05-25,2015,5,25,,20.7,,15.7,,18.2,,0,,0.2,,,M,,M,25.2,,,,19,,37,
2015-05-26,2015,5,26,,28.9,,16.7,,22.8,,0,,4.8,,,M,,M,0,,,,21,,37,
2015-05-27,2015,5,27,,28.2,,21.1,,24.7,,0,,6.7,,,M,,M,0,,,,20,,41,
2015-05-28,2015,5,28,,22.3,,14.4,,18.4,,0,,0.4,,,M,,M,8.2,,,,23,,32,
2015-05-29,2015,5,29,,25.5,,12.5,,19,,0,,1,,,M,,M,0,,,,,,<31,
2015-05-30,2015,5,30,,30.7,,12,,21.4,,0,,3.4,,,M,,M,4.6,,,,22,,39,
2015-05-31,2015,5,31,,14.4,,8.3,,11.4,,6.6,,0,,,M,,M,1.4,,,,,,<31,
2015-06-01,2015,6,1,,13.8,,8.8,,11.3,,6.7,,0,,,M,,M,3.2,,,,8,,32,
2015-06-02,2015,6,2,,13.5,,7.7,,10.6,,7.4,,0,,,M,,M,4,,,,,,<31,
2015-06-03,2015,6,3,,18.3,,7,,12.7,,5.3,,0,,,M,,M,0,,,,,,<31,
2015-06-04,2015,6,4,,25.3,,9.7,,17.5,,0.5,,0,,,M,,M,0,,,,,,<31,
2015-06-05,2015,6,5,,24.4,,13.9,,19.2,,0,,1.2,,,M,,M,9.8,,,,,,<31,
2015-06-06,2015,6,6,,20.9,,9.8,,15.4,,2.6,,0,,,M,,M,0.2,,,,,,<31,
2015-06-07,2015,6,7,,22.2,,11,,16.6,,1.4,,0,,,M,,M,0,,,,,,<31,
2015-06-08,2015,6,8,,22.1,,14.3,,18.2,,0,,0.2,,,M,,M,28.8,,,,,,<31,
2015-06-09,2015,6,9,,22.7,,16.1,,19.4,,0,,1.4,,,M,,M,12.4,,,,,,<31,
2015-06-10,2015,6,10,,24.7,,16,,20.4,,0,,2.4,,,M,,M,3.2,,,,,,<31,
2015-06-11,2015,6,11,,23.3,,16.4,,19.9,,0,,1.9,,,M,,M,0.2,,,,18,,33,
2015-06-12,2015,6,12,,21.5,,15.3,,18.4,,0,,0.4,,,M,,M,10.2,,,,,,<31,
2015-06-13,2015,6,13,,27.2,,14.8,,21,,0,,3,,,M,,M,0.2,,,,,,<31,
2015-06-14,2015,6,14,,24,,15.5,,19.8,,0,,1.8,,,M,,M,0,,,,,,<31,
2015-06-15,2015,6,15,,21.8,,16.7,,19.3,,0,,1.3,,,M,,M,0.2,,,,,,<31,
2015-06-16,2015,6,16,,22.8,,15,,18.9,,0,,0.9,,,M,,M,40.6,,,,,,<31,
2015-06-17,2015,6,17,,22.9,,14.2,,18.6,,0,,0.6,,,M,,M,0.2,,,,,,<31,
2015-06-18,2015,6,18,,27.3,,15.5,,21.4,,0,,3.4,,,M,,M,4,,,,,,<31,
2015-06-19,2015,6,19,,20.9,,11.8,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
2015-06-20,2015,6,20,,25.2,,12.1,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2015-06-21,2015,6,21,,25.1,,18.8,,22,,0,,4,,,M,,M,2,,,,,,<31,
2015-06-22,2015,6,22,,26.9,,17.3,,22.1,,0,,4.1,,,M,,M,0.8,,,,,,<31,
2015-06-23,2015,6,23,,27.1,,17.6,,22.4,,0,,4.4,,,M,,M,5,,,,19,,43,
2015-06-24,2015,6,24,,24.3,,14.1,,19.2,,0,,1.2,,,M,,M,0.6,,,,18,,33,
2015-06-25,2015,6,25,,22.9,,14.2,,18.6,,0,,0.6,,,M,,M,0.2,,,,,,<31,
2015-06-26,2015,6,26,,25,,14.8,,19.9,,0,,1.9,,,M,,M,0,,,,,,<31,
2015-06-27,2015,6,27,,25.2,,15,,20.1,,0,,2.1,,,M,,M,0,,,,,,<31,
2015-06-28,2015,6,28,,20,,12.6,,16.3,,1.7,,0,,,M,,M,16.8,,,,8,,32,
2015-06-29,2015,6,29,,20.1,,12.1,,16.1,,1.9,,0,,,M,,M,0.8,,,,,,<31,
2015-06-30,2015,6,30,,25.8,,14.9,,20.4,,0,,2.4,,,M,,M,5,,,,,,<31,
2015-07-01,2015,7,1,,22.1,,15.7,,18.9,,0,,0.9,,,M,,M,21.8,,,,22,,35,
2015-07-02,2015,7,2,,23.1,,13.5,,18.3,,0,,0.3,,,M,,M,0,,,,16,,33,
2015-07-03,2015,7,3,,24.5,,14.2,,19.4,,0,,1.4,,,M,,M,0,,,,23,,33,
2015-07-04,2015,7,4,,25.4,,15.7,,20.6,,0,,2.6,,,M,,M,0,,,,,,<31,
2015-07-05,2015,7,5,,27.2,,18,,22.6,,0,,4.6,,,M,,M,0,,,,,,<31,
2015-07-06,2015,7,6,,29.4,,19.4,,24.4,,0,,6.4,,,M,,M,0,,,,,,<31,
2015-07-07,2015,7,7,,29.2,,20.7,,25,,0,,7,,,M,,M,8.8,,,,20,,37,
2015-07-08,2015,7,8,,24,,16,,20,,0,,2,,,M,,M,1.2,,,,,,<31,
2015-07-09,2015,7,9,,23.6,,16.3,,20,,0,,2,,,M,,M,0,,,,,,<31,
2015-07-10,2015,7,10,,29.1,,17.2,,23.2,,0,,5.2,,,M,,M,0,,,,,,<31,
2015-07-11,2015,7,11,,28.9,,18.6,,23.8,,0,,5.8,,,M,,M,0,,,,19,,35,
2015-07-12,2015,7,12,,30.6,,20.7,,25.7,,0,,7.7,,,M,,M,0,,,,,,<31,
2015-07-13,2015,7,13,,31,,21,,26,,0,,8,,,M,,M,0.6,,,,,,<31,
2015-07-14,2015,7,14,,28.4,,15.7,,22.1,,0,,4.1,,,M,,M,0,,,,,,<31,
2015-07-15,2015,7,15,,23.7,,13.4,,18.6,,0,,0.6,,,M,,M,0,,,,,,<31,
2015-07-16,2015,7,16,,,M,12.9,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2015-07-17,2015,7,17,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2015-07-18,2015,7,18,,24.9,,17.9,,21.4,,0,,3.4,,,M,,M,12.1,,,,,,<31,
2015-07-19,2015,7,19,,28.3,E,20.2,E,24.3,E,0,E,6.3,E,,M,,M,12.9,E,,,,M,,M
2015-07-20,2015,7,20,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
2015-07-21,2015,7,21,,24.6,,16.5,,20.6,,0,,2.6,,,M,,M,10.7,,,,36,,35,
2015-07-22,2015,7,22,,21.9,,15.9,,18.9,,0,,0.9,,,M,,M,0,,,,,,<31,
2015-07-23,2015,7,23,,24.2,,15.9,,20.1,,0,,2.1,,,M,,M,0.2,,,,,,<31,
2015-07-24,2015,7,24,,23.6,,16.1,,19.9,,0,,1.9,,,M,,M,0.3,,,,,,<31,
2015-07-25,2015,7,25,,26.1,,14.1,,20.1,,0,,2.1,,,M,,M,2,,,,,,<31,
2015-07-26,2015,7,26,,27.6,,19,,23.3,,0,,5.3,,,M,,M,0.4,,,,,,<31,
2015-07-27,2015,7,27,,30,,19.4,,24.7,,0,,6.7,,,M,,M,19.8,,,,33,,35,
2015-07-28,2015,7,28,,30.5,,19,,24.8,,0,,6.8,,,M,,M,0,,,,,,<31,
2015-07-29,2015,7,29,,32.1,,22.4,,27.3,,0,,9.3,,,M,,M,0,,,,,,<31,
2015-07-30,2015,7,30,,28.4,,21.8,,25.1,,0,,7.1,,,M,,M,5.8,,,,,,<31,
2015-07-31,2015,7,31,,26.3,,19.3,,22.8,,0,,4.8,,,M,,M,0,,,,34,,32,
2015-08-01,2015,8,1,,25.2,,17.1,,21.2,,0,,3.2,,,M,,M,2.9,,,,,,<31,
2015-08-02,2015,8,2,,27.4,,16.3,,21.9,,0,,3.9,,,M,,M,0,,,,18,,32,
2015-08-03,2015,8,3,,25.3,,19.6,,22.5,,0,,4.5,,,M,,M,0,,,,,,<31,
2015-08-04,2015,8,4,,25.4,,16.6,,21,,0,,3,,,M,,M,5.8,,,,16,,33,
2015-08-05,2015,8,5,,23.2,,16.4,,19.8,,0,,1.8,,,M,,M,0,,,,,,<31,
2015-08-06,2015,8,6,,22,,15.3,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2015-08-07,2015,8,7,,21.4,,15.1,,18.3,,0,,0.3,,,M,,M,0,,,,,,<31,
2015-08-08,2015,8,8,,24,,14.8,,19.4,,0,,1.4,,,M,,M,0,,,,,,<31,
2015-08-09,2015,8,9,,25.6,,15.6,,20.6,,0,,2.6,,,M,,M,0,,,,,,<31,
2015-08-10,2015,8,10,,27.5,,16.5,,22,,0,,4,,,M,,M,3.4,,,,,,<31,
2015-08-11,2015,8,11,,20.2,,17.2,,18.7,,0,,0.7,,,M,,M,52.4,,,,,,<31,
2015-08-12,2015,8,12,,23.5,,16.7,,20.1,,0,,2.1,,,M,,M,1.4,,,,,,<31,
2015-08-13,2015,8,13,,22.4,,16.3,,19.4,,0,,1.4,,,M,,M,0,,,,,,<31,
2015-08-14,2015,8,14,,24.7,,16,,20.4,,0,,2.4,,,M,,M,1.8,,,,,,<31,
2015-08-15,2015,8,15,,28,,20.2,,24.1,,0,,6.1,,,M,,M,1.9,,,,,,<31,
2015-08-16,2015,8,16,,29.4,,20.5,,25,,0,,7,,,M,,M,0,,,,,,<31,
2015-08-17,2015,8,17,,31.1,,22,,26.6,,0,,8.6,,,M,,M,0,,,,,,<31,
2015-08-18,2015,8,18,,31,,21.3,,26.2,,0,,8.2,,,M,,M,19.7,,,,17,,33,
2015-08-19,2015,8,19,,31.1,,20.9,,26,,0,,8,,,M,,M,0,,,,,,<31,
2015-08-20,2015,8,20,,30.2,,19.6,,24.9,,0,,6.9,,,M,,M,4.8,,,,18,,39,
2015-08-21,2015,8,21,,25.7,,17.9,,21.8,,0,,3.8,,,M,,M,5.8,,,,,,<31,
2015-08-22,2015,8,22,,25.2,,17.3,,21.3,,0,,3.3,,,M,,M,0,,,,,,<31,
2015-08-23,2015,8,23,,28,,18.2,,23.1,,0,,5.1,,,M,,M,0,,,,,,<31,
2015-08-24,2015,8,24,,28.5,,17.5,,23,,0,,5,,,M,,M,0,,,,,,<31,
2015-08-25,2015,8,25,,26.9,,16.5,,21.7,,0,,3.7,,,M,,M,0,,,,,,<31,
2015-08-26,2015,8,26,,23.2,,16.7,,20,,0,,2,,,M,,M,0,,,,,,<31,
2015-08-27,2015,8,27,,22.4,,16,,19.2,,0,,1.2,,,M,,M,0.2,,,,,,<31,
2015-08-28,2015,8,28,,22.8,,14.7,,18.8,,0,,0.8,,,M,,M,0,,,,,,<31,
2015-08-29,2015,8,29,,24.2,,15.9,,20.1,,0,,2.1,,,M,,M,0,,,,,,<31,
2015-08-30,2015,8,30,,25.6,,18.3,,22,,0,,4,,,M,,M,0,,,,,,<31,
2015-08-31,2015,8,31,,25.3,,19.2,,22.3,,0,,4.3,,,M,,M,0,,,,,,<31,
2015-09-01,2015,9,1,,27.3,,16.6,,22,,0,,4,,,M,,M,0,,,,,,<31,
2015-09-02,2015,9,2,,26.6,,19.8,,23.2,,0,,5.2,,,M,,M,0,,,,,,<31,
2015-09-03,2015,9,3,,27.9,,17.8,,22.9,,0,,4.9,,,M,,M,0,,,,,,<31,
2015-09-04,2015,9,4,,25.7,,15,,20.4,,0,,2.4,,,M,,M,0,,,,,,<31,
2015-09-05,2015,9,5,,28.7,,15.1,,21.9,,0,,3.9,,,M,,M,0,,,,,,<31,
